Muskel;Region;Subregion;Feld;Urteil;Bei mir;Wikipedia;Delta;Artikel
M. supraspinatus;Obere Extremität;Schultergürtel;Innervation;gleich;N. suprascapularis;Nervus suprascapularis;;https://de.wikipedia.org/wiki/Musculus_supraspinatus
M. supraspinatus;Obere Extremität;Schultergürtel;Segmente;abweichend;C4, C5, C6;C5, C6;nur bei mir: C4;https://de.wikipedia.org/wiki/Musculus_supraspinatus
M. temporalis;Kopf & Hals;Kaumuskulatur;Ursprung;gleich;Fossa temporalis und Fascia temporalis;Fossa temporalis und Fascia temporalis;;https://de.wikipedia.org/wiki/Musculus_temporalis
M. temporalis;Kopf & Hals;Kaumuskulatur;Ansatz;teils gleich;Proc. coronoideus mandibulae und Vorderkante des Ramus mandibulae;Processus coronoideus des Unterkiefers (Mandibula);;https://de.wikipedia.org/wiki/Musculus_temporalis
M. temporalis;Kopf & Hals;Kaumuskulatur;Funktion;Freitext — nur lesen;Der M. temporalis hebt den Unterkiefer und schließt damit den Mund. Die hinteren Fasern ziehen den vorgeschobenen Unterkiefer nach dorsal (Retrusion) und sind damit der wichtigste Antagonist zur Protrusion.;Kieferschluss, Zurückziehen des Kiefers;;https://de.wikipedia.org/wiki/Musculus_temporalis
M. temporalis;Kopf & Hals;Kaumuskulatur;Innervation;teils gleich;N. temporalis profundus (V3, N. trigeminus);Nervi temporales profundi aus dem Nervus mandibularis;;https://de.wikipedia.org/wiki/Musculus_temporalis
M. temporalis;Kopf & Hals;Kaumuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculus_temporalis
M. tensor fasciae latae;Untere Extremität;Hüfte;Ursprung;teils gleich;Spina iliaca anterior superior;Spina iliaca anterior superior des Darmbeines (Os ilium) und Aponeurose des Musculus gluteus medius;;https://de.wikipedia.org/wiki/Musculus_tensor_fasciae_latae
M. tensor fasciae latae;Untere Extremität;Hüfte;Ansatz;teils gleich;Tractus iliotibialis, Tuberculum von Gerdy an der Tibia;über Tractus iliotibialis am Condylus lateralis tibiae des Schienbeines (Tibia);;https://de.wikipedia.org/wiki/Musculus_tensor_fasciae_latae
M. tensor fasciae latae;Untere Extremität;Hüfte;Funktion;Freitext — nur lesen;"Abduziert und beugt die Hüfte, dreht den Oberschenkel nach innen; spannt den Tractus iliotibialis und entlastet damit Femurschaft und -hals";Oberschenkelbindenspanner (Stabilisation des gestreckten Knies), Beugung des Hüftgelenks, Einwärtsdrehung (Innenrotation) und Abspreizen (Abduktion) des Oberschenkels, Beugung des Kniegelenks;;https://de.wikipedia.org/wiki/Musculus_tensor_fasciae_latae
M. tensor fasciae latae;Untere Extremität;Hüfte;Innervation;gleich;N. gluteus superior;Nervus gluteus superior;;https://de.wikipedia.org/wiki/Musculus_tensor_fasciae_latae
M. tensor fasciae latae;Untere Extremität;Hüfte;Segmente;abweichend;L4, L5, S1;L4–L5;nur bei mir: S1;https://de.wikipedia.org/wiki/Musculus_tensor_fasciae_latae
M. teres major;Obere Extremität;Schultergürtel;Ursprung;teils gleich;Kaudaler Teil der Margo lateralis und Angulus inferior der Scapula;Unterer Rand des Schulterblattes · (Angulus inferior scapulae);;https://de.wikipedia.org/wiki/Musculus_teres_major
M. teres major;Obere Extremität;Schultergürtel;Ansatz;gleich (andere Worte);Crista tuberculi minoris humeri;Vorderseite des Oberarmknochens · (Crista tuberculi minoris humeri);;https://de.wikipedia.org/wiki/Musculus_teres_major
M. teres major;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;Innenrotation, Adduktion und Extension im Schultergelenk;Innenrotation, Retroversion und Adduktion des Armes;;https://de.wikipedia.org/wiki/Musculus_teres_major
M. teres major;Obere Extremität;Schultergürtel;Innervation;abweichend;N. subscapularis;Nervus subscapularis, gelegentlich auch Nervus thoracodorsalis oder Nervus axillaris;;https://de.wikipedia.org/wiki/Musculus_teres_major
M. teres major;Obere Extremität;Schultergürtel;Segmente;abweichend;C5, C6, C7;C5, C6;nur bei mir: C7;https://de.wikipedia.org/wiki/Musculus_teres_major
M. teres minor;Obere Extremität;Schultergürtel;Ursprung;teils gleich;Margo lateralis der Scapula;äußerer Rand des Schulterblattes (Margo lateralis scapulae);;https://de.wikipedia.org/wiki/Musculus_teres_minor
M. teres minor;Obere Extremität;Schultergürtel;Ansatz;teils gleich;Kaudaler Teil des Tuberculum majus, Gelenkkapsel;Tuberculum majus des Oberarmknochens;;https://de.wikipedia.org/wiki/Musculus_teres_minor
M. teres minor;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;Außenrotation und Adduktion im Schultergelenk;Adduktion, Außenrotation und Retroversion des Oberarmes;;https://de.wikipedia.org/wiki/Musculus_teres_minor
M. teres minor;Obere Extremität;Schultergürtel;Innervation;gleich;N. axillaris;Nervus axillaris;;https://de.wikipedia.org/wiki/Musculus_teres_minor
M. teres minor;Obere Extremität;Schultergürtel;Segmente;gleich;C5, C6;C5, C6;;https://de.wikipedia.org/wiki/Musculus_teres_minor
M. thyrohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Ursprung;teils gleich;Linea obliqua der Cartilago thyroidea;Kehlkopf (Cartilago thyroidea);;https://de.wikipedia.org/wiki/Musculus_thyrohyoideus
M. thyrohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Ansatz;abweichend;Cornu majus des Os hyoideum;Zungenbein;;https://de.wikipedia.org/wiki/Musculus_thyrohyoideus
M. thyrohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Funktion;Freitext — nur lesen;"Der M. thyrohyoideus nähert Schildknorpel und Zungenbein an; bei fixiertem Zungenbein hebt er den Kehlkopf an, bei fixiertem Kehlkopf senkt er das Zungenbein. Er ist ein wichtiger Muskel bei der laryngealen Elevation beim Schlucken.";Niederziehen des Zungenbeins;;https://de.wikipedia.org/wiki/Musculus_thyrohyoideus
M. thyrohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Innervation;abweichend;R. thyrohyoideus (aus C1 über N. hypoglossus XII);Ramus thyrohyoideus radicis superioris ansae cervicalis profundae;;https://de.wikipedia.org/wiki/Musculus_thyrohyoideus
M. thyrohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Segmente;gleich;C1;C1;;https://de.wikipedia.org/wiki/Musculus_thyrohyoideus
M. tibialis anterior;Untere Extremität;Fuß & Sprunggelenk;Ursprung;gleich (andere Worte);"Tibia, Condylus und Facies lateralis (proximal); Membrana interossea";Condylus lateralis der Tibia, Membrana interossea;;https://de.wikipedia.org/wiki/Musculus_tibialis_anterior
M. tibialis anterior;Untere Extremität;Fuß & Sprunggelenk;Ansatz;teils gleich;Os cuneiforme I und Os metatarsale I (Basis);Plantare Fläche des Os cuneiforme mediale, Basis des Os metatarsale I;;https://de.wikipedia.org/wiki/Musculus_tibialis_anterior
M. tibialis anterior;Untere Extremität;Fuß & Sprunggelenk;Funktion;Freitext — nur lesen;"Hebt den Fuß (Dorsalextension) und supiniert; stützt das mediale Längsgewölbe; bei der Gangabwicklung verhindert er das Fußaufklappen";Hebt den Fuß (Dorsalextension) und besonders den Fußinnenrand (Supination);;https://de.wikipedia.org/wiki/Musculus_tibialis_anterior
M. tibialis anterior;Untere Extremität;Fuß & Sprunggelenk;Innervation;teils gleich;N. peroneus profundus;Nervus fibularis profundus;;https://de.wikipedia.org/wiki/Musculus_tibialis_anterior
M. tibialis anterior;Untere Extremität;Fuß & Sprunggelenk;Segmente;nur Wikipedia;;L4, L5;;https://de.wikipedia.org/wiki/Musculus_tibialis_anterior
M. tibialis posterior;Untere Extremität;Fuß & Sprunggelenk;Ursprung;abweichend;Facies posterior tibiae et fibulae und Membrana interossea;Membrana interossea, Hinterfläche zwischen Schien- und Wadenbein;;https://de.wikipedia.org/wiki/Musculus_tibialis_posterior
M. tibialis posterior;Untere Extremität;Fuß & Sprunggelenk;Ansatz;abweichend;"Os naviculare (Tuberositas), Ossa cuneiformia (plantare Seite); Os cuboideum und Os metatarsale II–IV (Basis)";"Tuberositas ossis navicularis, Os cuneiforme (bei Hund und Katze medial am Sprunggelenk oder Mittelfuß; bei den übrigen Haustieren über eine tiefe Beugesehne an Endglied der Stützzehen)";;https://de.wikipedia.org/wiki/Musculus_tibialis_posterior
M. tibialis posterior;Untere Extremität;Fuß & Sprunggelenk;Funktion;Freitext — nur lesen;"Plantarflektiert und supiniert den Fuß; wichtigster statischer und dynamischer Stabilisator des medialen Längsgewölbes";Senkt den Fuß (Plantarflexion) und dreht ihn nach innen (Supination);;https://de.wikipedia.org/wiki/Musculus_tibialis_posterior
M. tibialis posterior;Untere Extremität;Fuß & Sprunggelenk;Innervation;gleich;N. tibialis;Nervus tibialis;;https://de.wikipedia.org/wiki/Musculus_tibialis_posterior
M. tibialis posterior;Untere Extremität;Fuß & Sprunggelenk;Segmente;nur Wikipedia;;L4, L5, S1;;https://de.wikipedia.org/wiki/Musculus_tibialis_posterior
M. transversus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Ursprung;teils gleich;Innenfläche der 7.–12. Rippenknorpel, Fascia thoracolumbalis, Crista iliaca, Lig. inguinale;Äußere zwei Drittel des Lig. inguinale, Crista Iliaca, Spina iliaca anterior superior, Fascia thoracolumbalis, Knorpel der unteren sechs Rippen;;https://de.wikipedia.org/wiki/Musculus_transversus_abdominis
M. transversus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Ansatz;teils gleich;Linea alba, Rektusscheide;Linea alba, Crista pubica;;https://de.wikipedia.org/wiki/Musculus_transversus_abdominis
M. transversus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Funktion;Freitext — nur lesen;Der M. transversus abdominis umgibt den Rumpf wie ein muskuläres Korsett und erhöht bei Kontraktion den intraabdominalen Druck. Er ist der wichtigste Stabilisator der Lendenwirbelsäule und des Beckens und bildet die Grundlage jeder Core-Stabilisation.;Zusammenpressen des Bauches, Absenken der Rippen, Exspiration ipsilaterale Rotation (bei einseitiger Rotation);;https://de.wikipedia.org/wiki/Musculus_transversus_abdominis
M. transversus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Innervation;gleich (andere Worte);Nn. intercostales, N. iliohypogastricus, N. ilioinguinalis;N. intercostalis, N. subcostalis, N. ilioinguinalis, N. iliohypogastricus;;https://de.wikipedia.org/wiki/Musculus_transversus_abdominis
M. transversus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Segmente;nur bei mir;Th7–Th12;;;https://de.wikipedia.org/wiki/Musculus_transversus_abdominis
M. transversus perinei profundus;Wirbelsäule & Rumpf;Beckenboden;Ursprung;gleich (andere Worte);Rami der Ossa ischii;Ramus inferior ossis ischii;;https://de.wikipedia.org/wiki/Musculus_transversus_perinei_profundus
M. transversus perinei profundus;Wirbelsäule & Rumpf;Beckenboden;Ansatz;abweichend;Rami der Ossa ischii (Gegenseite);Raphe perinei;;https://de.wikipedia.org/wiki/Musculus_transversus_perinei_profundus
M. transversus perinei profundus;Wirbelsäule & Rumpf;Beckenboden;Funktion;Freitext — nur lesen;Spannt die tiefe Urogenitalplatte quer aus und unterstützt Kontinenz sowie Organhalt;Stabilisierung des Beckenbodens;;https://de.wikipedia.org/wiki/Musculus_transversus_perinei_profundus
M. transversus perinei profundus;Wirbelsäule & Rumpf;Beckenboden;Innervation;gleich;N. pudendus;Nervus pudendus;;https://de.wikipedia.org/wiki/Musculus_transversus_perinei_profundus
M. transversus perinei profundus;Wirbelsäule & Rumpf;Beckenboden;Segmente;gleich;S2, S3, S4;S2-S4;;https://de.wikipedia.org/wiki/Musculus_transversus_perinei_profundus
M. transversus perinei superficialis;Wirbelsäule & Rumpf;Beckenboden;Ursprung;gleich;Tuber ischiadicum;Tuber ischiadicum;;https://de.wikipedia.org/wiki/Musculus_transversus_perinei_superficialis
M. transversus perinei superficialis;Wirbelsäule & Rumpf;Beckenboden;Ansatz;abweichend;Corpus perineale;Beckenboden;;https://de.wikipedia.org/wiki/Musculus_transversus_perinei_superficialis
M. transversus perinei superficialis;Wirbelsäule & Rumpf;Beckenboden;Funktion;Freitext — nur lesen;Stabilisiert das perineale Zentrum und unterstützt den oberflächlichen Beckenboden;Stabilisierung des Beckenbodens;;https://de.wikipedia.org/wiki/Musculus_transversus_perinei_superficialis
M. transversus perinei superficialis;Wirbelsäule & Rumpf;Beckenboden;Innervation;gleich;N. pudendus;Nervus pudendus;;https://de.wikipedia.org/wiki/Musculus_transversus_perinei_superficialis
M. transversus perinei superficialis;Wirbelsäule & Rumpf;Beckenboden;Segmente;gleich;S2, S3, S4;S2–S4;;https://de.wikipedia.org/wiki/Musculus_transversus_perinei_superficialis
M. trapezius – Pars ascendens;Obere Extremität;Schultergürtel;Ursprung;abweichend;Procc. spinosi Th3–Th12;Protuberantia occipitalis externa, Nackenband, Dornfortsätze der Hals- und Brustwirbel;;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars ascendens;Obere Extremität;Schultergürtel;Ansatz;teils gleich;Laterales Drittel der Spina scapulae;Schlüsselbein (Clavicula), Schulterblatt (Acromion und Spina scapulae);;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars ascendens;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;"Senkung der Scapula; unterstützt die Aufwärtsrotation";Bewegung des Schulterblatts (Scapula): Hebung (unterstützt Elevation), Senkung, Rotation nach medial und Retraktion nach dorsal Lateralflexion des Halses nach kontralateral (einseitig), Dorsalextension des Halses (beidseitig) Retraktion der Clavicula nach dorsal;;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars ascendens;Obere Extremität;Schultergürtel;Innervation;gleich (andere Worte);N. accessorius (XI), Plexus cervicalis;Nervus accessorius und Äste des Plexus cervicalis;;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars ascendens;Obere Extremität;Schultergürtel;Segmente;gleich;C2, C3, C4;C2-C4;;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars descendens;Obere Extremität;Schultergürtel;Ursprung;teils gleich;Linea nuchae superior, Protuberantia occipitalis externa, Lig. nuchae C1–C6;Protuberantia occipitalis externa, Nackenband, Dornfortsätze der Hals- und Brustwirbel;;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars descendens;Obere Extremität;Schultergürtel;Ansatz;abweichend;Laterales Drittel der Clavicula, Akromion;Schlüsselbein (Clavicula), Schulterblatt (Acromion und Spina scapulae);;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars descendens;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;"Hebt die Scapula und unterstützt die Aufwärtsrotation; unterstützt HWS-Bewegungen";Bewegung des Schulterblatts (Scapula): Hebung (unterstützt Elevation), Senkung, Rotation nach medial und Retraktion nach dorsal Lateralflexion des Halses nach kontralateral (einseitig), Dorsalextension des Halses (beidseitig) Retraktion der Clavicula nach dorsal;;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars descendens;Obere Extremität;Schultergürtel;Innervation;gleich (andere Worte);N. accessorius (XI), Plexus cervicalis;Nervus accessorius und Äste des Plexus cervicalis;;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars descendens;Obere Extremität;Schultergürtel;Segmente;gleich;C2, C3, C4;C2-C4;;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars transversa;Obere Extremität;Schultergürtel;Ursprung;abweichend;Unterer Teil des Lig. nuchae (C6–C7), Procc. spinosi Th1–Th3;Protuberantia occipitalis externa, Nackenband, Dornfortsätze der Hals- und Brustwirbel;;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars transversa;Obere Extremität;Schultergürtel;Ansatz;abweichend;Akromion, lateraler Teil der Spina scapulae;Schlüsselbein (Clavicula), Schulterblatt (Acromion und Spina scapulae);;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars transversa;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;Retraktion der Scapula;Bewegung des Schulterblatts (Scapula): Hebung (unterstützt Elevation), Senkung, Rotation nach medial und Retraktion nach dorsal Lateralflexion des Halses nach kontralateral (einseitig), Dorsalextension des Halses (beidseitig) Retraktion der Clavicula nach dorsal;;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars transversa;Obere Extremität;Schultergürtel;Innervation;gleich (andere Worte);N. accessorius (XI), Plexus cervicalis;Nervus accessorius und Äste des Plexus cervicalis;;https://de.wikipedia.org/wiki/Musculus_trapezius
M. trapezius – Pars transversa;Obere Extremität;Schultergürtel;Segmente;gleich;C2, C3, C4;C2-C4;;https://de.wikipedia.org/wiki/Musculus_trapezius
M. triceps brachii – Caput laterale und mediale;Obere Extremität;Ellenbogen;Ursprung;abweichend;"Caput laterale: Facies posterior humeri proximal des Sulcus n. radialis; Caput mediale: Facies posterior humeri distal des Sulcus n. radialis";Caput longum: Schulterblatt (Tuberculum infraglenoidale) · Caput mediale: medial am Oberarmknochen · Caput laterale: lateral am Oberarmknochen;;https://de.wikipedia.org/wiki/Musculus_triceps_brachii
M. triceps brachii – Caput laterale und mediale;Obere Extremität;Ellenbogen;Ansatz;teils gleich;Olecranon ulnae;Ulna (Olecranon) und Hinterwand der Gelenkkapsel des Ellenbogengelenks;;https://de.wikipedia.org/wiki/Musculus_triceps_brachii
M. triceps brachii – Caput laterale und mediale;Obere Extremität;Ellenbogen;Funktion;Freitext — nur lesen;Extension im Ellenbogen;Strecker des Arms im Ellbogengelenk, Adduktion und Extension des Arms im Schultergelenk;;https://de.wikipedia.org/wiki/Musculus_triceps_brachii
M. triceps brachii – Caput laterale und mediale;Obere Extremität;Ellenbogen;Innervation;gleich;N. radialis;Nervus radialis;;https://de.wikipedia.org/wiki/Musculus_triceps_brachii
M. triceps brachii – Caput laterale und mediale;Obere Extremität;Ellenbogen;Segmente;abweichend;C6, C7, C8;C7, C8;nur bei mir: C6;https://de.wikipedia.org/wiki/Musculus_triceps_brachii
M. triceps brachii – Caput longum;Obere Extremität;Ellenbogen;Ursprung;abweichend;Tuberculum und Labrum infraglenoidale scapulae;Caput longum: Schulterblatt (Tuberculum infraglenoidale) · Caput mediale: medial am Oberarmknochen · Caput laterale: lateral am Oberarmknochen;;https://de.wikipedia.org/wiki/Musculus_triceps_brachii
M. triceps brachii – Caput longum;Obere Extremität;Ellenbogen;Ansatz;teils gleich;Olecranon ulnae;Ulna (Olecranon) und Hinterwand der Gelenkkapsel des Ellenbogengelenks;;https://de.wikipedia.org/wiki/Musculus_triceps_brachii
M. triceps brachii – Caput longum;Obere Extremität;Ellenbogen;Funktion;Freitext — nur lesen;"Extension im Ellenbogen; unterstützt Extension und Adduktion im Schultergelenk";Strecker des Arms im Ellbogengelenk, Adduktion und Extension des Arms im Schultergelenk;;https://de.wikipedia.org/wiki/Musculus_triceps_brachii
M. triceps brachii – Caput longum;Obere Extremität;Ellenbogen;Innervation;gleich;N. radialis;Nervus radialis;;https://de.wikipedia.org/wiki/Musculus_triceps_brachii
M. triceps brachii – Caput longum;Obere Extremität;Ellenbogen;Segmente;abweichend;C6, C7, C8;C7, C8;nur bei mir: C6;https://de.wikipedia.org/wiki/Musculus_triceps_brachii
M. vastus intermedius;Untere Extremität;Knie;Ursprung;abweichend;Corpus femoris (ventral);Vorderfläche des Oberschenkelknochens;;https://de.wikipedia.org/wiki/Musculus_vastus_intermedius
M. vastus intermedius;Untere Extremität;Knie;Ansatz;teils gleich;Tuberositas tibiae (via Patellarsehne), Retinaculum patellae;Oberseite der Kniescheibe, Tuberositas tibiae des Schienbeins;;https://de.wikipedia.org/wiki/Musculus_vastus_intermedius
M. vastus intermedius;Untere Extremität;Knie;Funktion;Freitext — nur lesen;"Streckt das Knie (Extension in der Art. genus); bildet gemeinsam mit den anderen Quadricepsanteilen die Hauptkraft für die Knieextension";Strecker des Kniegelenks;;https://de.wikipedia.org/wiki/Musculus_vastus_intermedius
M. vastus intermedius;Untere Extremität;Knie;Innervation;gleich;N. femoralis;Nervus femoralis;;https://de.wikipedia.org/wiki/Musculus_vastus_intermedius
M. vastus intermedius;Untere Extremität;Knie;Segmente;gleich;L2, L3, L4;L2-L4;;https://de.wikipedia.org/wiki/Musculus_vastus_intermedius
M. vastus lateralis;Untere Extremität;Knie;Ursprung;gleich (andere Worte);Trochanter major und Labium laterale der Linea aspera (dorsolateral);laterale Fläche des Oberschenkelknochens (Facia ant. und lat. trochanter major, Labium lat. der Linea aspera);;https://de.wikipedia.org/wiki/Musculus_vastus_lateralis
M. vastus lateralis;Untere Extremität;Knie;Ansatz;teils gleich;Tuberositas tibiae (via Patellarsehne), Retinaculum patellae;Kniescheibe (Basis patellae, Lig. patellae, lat. Fascien des Retinaculum patellae), Tuberositas tibiae des Schienbeins;;https://de.wikipedia.org/wiki/Musculus_vastus_lateralis
M. vastus lateralis;Untere Extremität;Knie;Funktion;Freitext — nur lesen;"Streckt das Knie (Extension in der Art. genus); beeinflusst die Patellastellung über das laterale Retinaculum";Strecker des Kniegelenks;;https://de.wikipedia.org/wiki/Musculus_vastus_lateralis
M. vastus lateralis;Untere Extremität;Knie;Innervation;gleich;N. femoralis;Nervus femoralis;;https://de.wikipedia.org/wiki/Musculus_vastus_lateralis
M. vastus lateralis;Untere Extremität;Knie;Segmente;gleich;L2, L3, L4;L2-L4;;https://de.wikipedia.org/wiki/Musculus_vastus_lateralis
M. vastus medialis;Untere Extremität;Knie;Ursprung;abweichend;Labium mediale der Linea aspera (dorsomedial);Innenfläche des Femur, distaler Teil der Linea intertrochanterica;;https://de.wikipedia.org/wiki/Musculus_vastus_medialis
M. vastus medialis;Untere Extremität;Knie;Ansatz;teils gleich;Tuberositas tibiae (via Patellarsehne), Retinaculum patellae;Außenfläche der Kniescheibe, Tuberositas tibiae des Schienbeins;;https://de.wikipedia.org/wiki/Musculus_vastus_medialis
M. vastus medialis;Untere Extremität;Knie;Funktion;Freitext — nur lesen;"Streckt das Knie (Extension in der Art. genus); der schräg verlaufende distale Anteil (VMO) stabilisiert die Patella nach medial";Strecker des Kniegelenks;;https://de.wikipedia.org/wiki/Musculus_vastus_medialis
M. vastus medialis;Untere Extremität;Knie;Innervation;gleich;N. femoralis;Nervus femoralis;;https://de.wikipedia.org/wiki/Musculus_vastus_medialis
M. vastus medialis;Untere Extremität;Knie;Segmente;gleich;L2, L3, L4;L2-L4;;https://de.wikipedia.org/wiki/Musculus_vastus_medialis
Mm. iliocostales;Wirbelsäule & Rumpf;Rückenmuskulatur;Ursprung;abweichend;"Pars lumbalis: Sakrum und Crista iliaca; Pars thoracalis: 7.–12. Rippe";Darmbein und Kreuzbein;;https://de.wikipedia.org/wiki/Musculus_iliocostalis
Mm. iliocostales;Wirbelsäule & Rumpf;Rückenmuskulatur;Ansatz;abweichend;"Anguli costae Rippen 7–12 (Pars lumbalis); 1.–6. Rippe (Pars thoracalis); Procc. transversi C4–C6 (Pars cervicalis)";Rippen und Halswirbel;;https://de.wikipedia.org/wiki/Musculus_iliocostalis
Mm. iliocostales;Wirbelsäule & Rumpf;Rückenmuskulatur;Funktion;Freitext — nur lesen;"Strecken den Rumpf; einseitig Seitneigung, zervikal zusätzlich Atemhilfe";Strecken und Seitwärtsbiegen der Wirbelsäule;;https://de.wikipedia.org/wiki/Musculus_iliocostalis
Mm. iliocostales;Wirbelsäule & Rumpf;Rückenmuskulatur;Innervation;gleich (andere Worte);Rr. dorsales der Spinalnerven;Spinalnerven (Rami dorsales);;https://de.wikipedia.org/wiki/Musculus_iliocostalis
Mm. iliocostales;Wirbelsäule & Rumpf;Rückenmuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculus_iliocostalis
Mm. interossei dorsales;Untere Extremität;Fuß & Sprunggelenk;Ursprung;teils gleich;Ossa metatarsi I–V (die einander zugewandten Seiten);Einander zugewandte Seiten benachbarter Ossa metacarpalia;;https://de.wikipedia.org/wiki/Musculus_interosseus_dorsalis
Mm. interossei dorsales;Untere Extremität;Fuß & Sprunggelenk;Ansatz;abweichend;Zehen II–IV, Basis der proximalen Phalangen (lateral und medial);Einstrahlung in die Dorsalaponeurose;;https://de.wikipedia.org/wiki/Musculus_interosseus_dorsalis
Mm. interossei dorsales;Untere Extremität;Fuß & Sprunggelenk;Funktion;Freitext — nur lesen;"Abduzieren die Zehen II–IV vom zweiten Strahl weg; beugen die MTP-Gelenke; Zehe II kann durch den ersten dorsalen Interosseus auch medialwärts abduziert werden";Flexion in den Fingergrundgelenken, Extension in den Interphalangealgelenken und Abduktion der Finger;;https://de.wikipedia.org/wiki/Musculus_interosseus_dorsalis
Mm. interossei dorsales;Untere Extremität;Fuß & Sprunggelenk;Innervation;abweichend;N. tibialis (N. plantaris lateralis);Nervus ulnaris, Ramus profundus;;https://de.wikipedia.org/wiki/Musculus_interosseus_dorsalis
Mm. interossei dorsales;Untere Extremität;Fuß & Sprunggelenk;Segmente;nur Wikipedia;;C8, Th1;;https://de.wikipedia.org/wiki/Musculus_interosseus_dorsalis
Mm. interossei dorsales I–IV;Obere Extremität;Hand & Finger;Ursprung;teils gleich;Einander zugekehrte Seiten der Ossa metacarpi I–V;Einander zugewandte Seiten benachbarter Ossa metacarpalia;;https://de.wikipedia.org/wiki/Musculus_interosseus_dorsalis
Mm. interossei dorsales I–IV;Obere Extremität;Hand & Finger;Ansatz;teils gleich;Dorsalaponeurosen der Finger II–IV;Einstrahlung in die Dorsalaponeurose;;https://de.wikipedia.org/wiki/Musculus_interosseus_dorsalis
Mm. interossei dorsales I–IV;Obere Extremität;Hand & Finger;Funktion;Freitext — nur lesen;"Abduktion der Finger vom Mittelfinger weg; zusätzlich MCP-Flexion und IP-Extension";Flexion in den Fingergrundgelenken, Extension in den Interphalangealgelenken und Abduktion der Finger;;https://de.wikipedia.org/wiki/Musculus_interosseus_dorsalis
Mm. interossei dorsales I–IV;Obere Extremität;Hand & Finger;Innervation;teils gleich;N. ulnaris;Nervus ulnaris, Ramus profundus;;https://de.wikipedia.org/wiki/Musculus_interosseus_dorsalis
Mm. interossei dorsales I–IV;Obere Extremität;Hand & Finger;Segmente;gleich;C8, Th1;C8, Th1;;https://de.wikipedia.org/wiki/Musculus_interosseus_dorsalis
Mm. interossei palmares I–III;Obere Extremität;Hand & Finger;—;kein Vergleich;;;;kein Artikel gefunden
Mm. interossei plantares;Untere Extremität;Fuß & Sprunggelenk;—;kein Vergleich;;;;kein Artikel gefunden
Mm. interspinales;Wirbelsäule & Rumpf;Rückenmuskulatur;Ursprung;abweichend;Procc. spinosi (zervikal, thorakal, lumbal);Dornfortsätze;;https://de.wikipedia.org/wiki/Musculi_interspinales
Mm. interspinales;Wirbelsäule & Rumpf;Rückenmuskulatur;Ansatz;abweichend;Nächsthöhere Procc. spinosi;Dornfortsätze;;https://de.wikipedia.org/wiki/Musculi_interspinales
Mm. interspinales;Wirbelsäule & Rumpf;Rückenmuskulatur;Funktion;Freitext — nur lesen;Die Mm. interspinales wirken als segmentale Extensoren: Durch die Annäherung benachbarter Dornfortsätze leisten sie einen feinen Beitrag zur Aufrichtung der Wirbelsäule und unterstützen dabei propriozeptiv die Gelenkstellung.;Stabilisierung der Wirbelsäule;;https://de.wikipedia.org/wiki/Musculi_interspinales
Mm. interspinales;Wirbelsäule & Rumpf;Rückenmuskulatur;Innervation;gleich (andere Worte);Rr. dorsales der Spinalnerven;Rami dorsales der Spinalnerven;;https://de.wikipedia.org/wiki/Musculi_interspinales
Mm. interspinales;Wirbelsäule & Rumpf;Rückenmuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculi_interspinales
Mm. intertransversarii mediales;Wirbelsäule & Rumpf;Rückenmuskulatur;—;kein Vergleich;;;;kein Artikel gefunden
